2	+70 Armor	60	115	351535086	0
2	+70 Armor	60	115	351535086	0
2	+10 DefenseRating	61	165	351535086	0
2	+ 10 DefenseRating	61	155	351535086	0
2	+15 DefenseRating	80	185	351535086	0
2	+ 15 DefenseRating	110	213	351535086	0
2	+20 DefenseRating	97	205	351535086	0
2	+ 20 DefenseRating	125	225	351535086	0
2	+25 DefenseRating	115	225	351535086	0
2	+ 25 DefenseRating	150	277	351535086	0
2	+30 DefenseRating	137	250	351535086	0
2	+ 30 DefenseRating	175	277	351535086	0
2	+35 DefenseRating	159	275	351535086	0
2	+ 35 DefenseRating	200	300	351535086	0
2	+38 DefenseRating	187	300	351535086	0
2	+ 38 DefenseRating	213	300	351535086	0
2	+15 BlockValue	159	275	351535086	0
2	+20 BlockValue	194	315	351535086	0
2	+150 Health	70	213	351535086	0
2	+120 Armor	121	213	351535086	0
2	+120 Armor	121	213	351535086	0
2	+4 BlockValue	17	115	351535086	0
2	+3 BlockValue	1	76	351535086	0
2	+170 Armor	159	225	351535086	0
2	+170 Armor	100	187	351535086	0
2	+240 Armor	187	325	351535086	0
2	+240 Armor	187	300	351535086	0
2	+225 Armor	200	250	351535086	0
2	+275 Health	80	185	351535086	0
2	+6 BlockValue	88	195	351535086	0
2	+885 Armor	225	300	351535086	0
3	+6 Fire Spell Damage	1	92	0	0
3	+6 Frost Spell Damage	1	92	0	0
3	+6 Nature Spell Damage	1	92	0	0
3	+6 Shadow Spell Damage	1	92	0	0
3	+6 Arcane Spell Damage	1	92	0	0
3	+6 Holy Spell Damage	1	92	0	0
3	+3 Spirit	20	40	0	0
3	+1 Intellect	1	20	0	0
3	+2 Intellect	10	30	0	0
3	+3 Intellect	20	40	0	0
3	+1 Spirit	1	20	0	0
3	+2 Spirit	10	30	0	0
3	+4 Intellect	30	50	0	0
3	+5 Intellect	40	60	0	0
3	+6 Intellect	50	70	0	0
3	+7 Intellect	60	80	0	0
3	+4 Spirit	9	105	351535086	0
3	+4 Spirit	30	50	0	0
3	+5 Spirit	40	60	0	0
3	+6 Spirit	50	70	0	0
3	+7 Spirit	60	80	0	0
3	+1 Spell Power	1	20	0	0
3	+2 Spell Power	10	30	0	0
3	+4 Spell Power	30	50	0	0
3	+5 Spell Power	40	60	0	0
3	+6 Spell Power	50	70	0	0
3	+7 Spell Power	60	80	0	0
3	+8 SpellPower	44	145	351535086	0
3	+20 Mana	1	30	351535086	0
3	+8 Intellect	44	145	351535086	0
3	+8 Spirit	44	145	351535086	0
3	+9 Intellect	53	155	351535086	0
3	+9 Spirit	53	155	351535086	0
3	+10 Intellect	61	165	351535086	0
3	+10 Spirit	61	165	351535086	0
3	+11 Intellect	71	175	351535086	0
3	+11 Spirit	71	175	351535086	0
3	+12 Intellect	80	185	351535086	0
3	+12 Spirit	80	185	351535086	0
3	+13 Intellect	88	195	351535086	0
3	+14 Intellect	97	205	351535086	0
3	+13 Spirit	88	195	351535086	0
3	+14 Spirit	97	205	351535086	0
3	+30 Mana	30	125	351535086	0
3	+50 Mana	50	155	351535086	0
3	+65 Mana	60	177	351535086	0
3	+15 Intellect	106	215	351535086	0
3	+16 Intellect	115	225	351535086	0
3	+18 Intellect	128	240	351535086	0
3	+20 Intellect	141	255	351535086	0
3	+25 Intellect	155	270	351535086	0
3	+30 Intellect	165	285	351535086	0
3	+35 Intellect	187	300	351535086	0
3	+40 Intellect	194	315	351535086	0
3	+15 Spirit	106	215	351535086	0
3	+16 Spirit	115	225	351535086	0
3	+18 Spirit	128	240	351535086	0
3	+20 Spirit	141	255	351535086	0
3	+25 Spirit	155	270	351535086	0
3	+30 Spirit	165	285	351535086	0
3	+40 Spirit	194	315	351535086	0
3	+35 Spirit	187	300	351535086	0
3	+45 Intellect	207	330	351535086	0
3	+46 Intellect	221	345	351535086	0
3	+45 Spirit	207	330	351535086	0
3	+46 Spirit	221	345	351535086	0
3	+150 Mana	80	185	351535086	0
3	+100 Mana	70	213	351535086	0
3	+9 SpellPower	61	165	351535086	0
3	+11 SpellPower	80	185	351535086	0
3	+15 SpellPower	97	205	351535086	0
3	+18 SpellPower	115	225	351535086	0
3	+20 SpellPower	132	245	351535086	0
3	+25 SpellPower	150	265	351535086	0
3	+30 SpellPower	165	285	351535086	0
3	+35 SpellPower	187	305	351535086	0
3	+40 SpellPower	204	325	351535086	0
3	+44 SpellPower	212	335	351535086	0
3	+3 Spell Power	20	40	0	0
3	+54 SpellPower	221	345	351535086	0
3	+76 SpellPower	225	352	351535086	0
3	+63 SpellPower	225	352	351535086	0
3	+81 SpellPower	225	352	351535086	0
3	+69 SpellPower	225	352	351535086	0
4	+5% Movement Speed	1	45	7553004	0
4	+8% Movement Speed	46	92	7553004	0
4	Water Walk	1	92	260	0
4	+15% Swim Speed	1	92	1280	0
4	+3% Mounted Speed	1	92	201668	0
4	Stealth Detect +5	1	92	514	0
4	+6 All Magic Resist	1	25	0	0
4	+10 All Magic Resist	26	65	1138670	0
4	+6 HP5 in Combat	1	25	0	0
4	+10 HP5 in Combat	26	65	1138670	0
4	+2% Threat	1	92	7553002	0
4	+20 Block Value	1	45	16384	6
4	+27 Block Value	46	92	16384	6
4	+22 Attack Power	1	25	7569384	0
4	+30 Attack Power	26	45	7569384	0
4	+40 Attack Power	46	65	7569384	0
4	-4% Threat	1	92	7475178	0
4	+11 Spell Power	1	25	0	0
4	+21 Spell Power	26	45	0	0
4	+35 Spell Power	46	65	0	0
4	+4 Mana per 5	1	25	0	0
4	+6 Mana per 5	26	65	0	0
4	+15 All Magic Resist	26	92	0	0
4	+14 HP5 in Combat	26	92	0	0
4	+10% Health Regen Rate	1	92	0	0
4	-10% Fear Duration	46	92	1122282	0
4	-10% Stun Duration	46	92	1122282	0
4	+10% Reputation Gain	1	92	4265984	0
4	Thorns (3 damage)	1	25	6497928	0
4	Thorns (18 damage)	26	45	1132522	4
4	Thorns (25 damage)	46	92	1132520	4
4	Feather Fall	1	92	65536	0
4	1% Spell Reflect	66	92	16384	6
4	+16 Damage on Hit	1	45	0	2
4	Fire Damage Proc	26	65	0	2
4	+26 Damage on Hit	46	92	0	2
4	Fiery Weapon	1	45	0	2
4	Lifestealing	1	45	0	2
4	Icy Chill	26	65	0	2
4	Unholy Weapon	26	65	0	2
4	Crusader	66	92	0	2
4	+43 Spell Power	66	92	0	0
4	+13 Mana per 5	66	92	0	0
4	+60 Attack Power	66	92	7569384	0
4	+20 All Magic Resist	66	92	1138670	0
4	+16 HP5 in Combat	66	92	1138670	0
4	+3 HP Periodic Heal	1	92	0	0
4	+5 Damage Shield	1	25	1132522	4
4	+5 Melee Damage	1	45	6431752	0
4	+7 Melee Damage	1	45	6447104	0
4	+3 HP5 in Combat	1	25	1138670	0
4	+2 All Magic Resist	1	25	1138670	0
4	Lifeward	46	92	0	2
4	Deathfrost	46	92	0	2
4	Executioner	66	92	0	2
4	Giant Slayer	46	65	0	2
4	Arcane Burst	46	92	0	2
4	Arcane Burst	1	25	0	2
4	Arcane Burst	26	45	0	2
4	Water Breathing	1	92	4098	0
4	Frost Ring	26	45	0	2
4	Frost Ring	46	65	0	2
4	Frost Ring	66	92	0	2
4	Frost Armor	26	92	16384	6
4	Immolate	1	25	65536	0
4	Immolate	26	45	65536	0
4	Immolate	46	65	65536	0
4	Immolate	66	92	65536	0
4	Blood Pact	1	25	6144	0
4	Blood Pact	26	45	6144	0
4	Blood Pact	46	65	6144	0
4	Blood Pact	66	92	6144	0
