ID,Charges,Effect_1,Effect_2,Effect_3,EffectPointsMin_1,EffectPointsMin_2,EffectPointsMin_3,EffectPointsMax_1,EffectPointsMax_2,EffectPointsMax_3,EffectArg_1,EffectArg_2,EffectArg_3,Name_Lang_enUS,Name_Lang_enGB,Name_Lang_koKR,Name_Lang_frFR,Name_Lang_deDE,Name_Lang_enCN,Name_Lang_zhCN,Name_Lang_enTW,Name_Lang_zhTW,Name_Lang_esES,Name_Lang_esMX,Name_Lang_ruRU,Name_Lang_ptPT,Name_Lang_ptBR,Name_Lang_itIT,Name_Lang_Unk,Name_Lang_Mask,ItemVisual,Flags,Src_ItemID,Condition_Id,RequiredSkillID,RequiredSkillRank,MinLevel
90017,0,3,0,0,0,0,0,0,0,0,14049,0,0,,,,,,,,,##SB##Удача: +40 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
90018,0,3,0,0,0,0,0,0,0,0,25070,0,0,,,,,,,,,##SB##Удача: -4% к угрозе,,,,,,,,16712190,0,0,0,0,0,0,0
90019,0,3,0,0,0,0,0,0,0,0,9416,0,0,,,,,,,,,##SB##Удача: +11 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
90020,0,3,0,0,0,0,0,0,0,0,14248,0,0,,,,,,,,,##SB##Удача: +21 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
90021,0,3,0,0,0,0,0,0,0,0,14055,0,0,,,,,,,,,##SB##Удача: +35 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
90022,0,3,0,0,0,0,0,0,0,0,21361,0,0,,,,,,,,,##SB##Удача: +4 к мане за 5 сек.,,,,,,,,16712190,0,0,0,0,0,0,0
90023,0,3,0,0,0,0,0,0,0,0,21363,0,0,,,,,,,,,##SB##Удача: +6 к мане за 5 сек.,,,,,,,,16712190,0,0,0,0,0,0,0
90024,0,3,0,0,0,0,0,0,0,0,18686,0,0,,,,,,,,,##SB##Удача: +15 ко всем сопротивлениям,,,,,,,,16712190,0,0,0,0,0,0,0
90025,0,3,0,0,0,0,0,0,0,0,21350,0,0,,,,,,,,,##SB##Удача: +14 к здоровью за 5 сек.,,,,,,,,16712190,0,0,0,0,0,0,0
90026,0,3,0,0,0,0,0,0,0,0,20555,0,0,,,,,,,,,##SB##Удача: +10% к регенерации здоровья,,,,,,,,16712190,0,0,0,0,0,0,0
90027,0,3,0,0,0,0,0,0,0,0,55357,0,0,,,,,,,,,##SB##Удача: -10% к длительности страха,,,,,,,,16712190,0,0,0,0,0,0,0
90028,0,3,0,0,0,0,0,0,0,0,55358,0,0,,,,,,,,,##SB##Удача: -10% к длительности оглушения,,,,,,,,16712190,0,0,0,0,0,0,0
90029,0,3,0,0,0,0,0,0,0,0,20599,0,0,,,,,,,,,##SB##Удача: +10% к получению репутации,,,,,,,,16712190,0,0,0,0,0,0,0
90030,0,3,0,0,0,0,0,0,0,0,467,0,0,,,,,,,,,##SB##Удача: Шипы (3 урона),,,,,,,,16712190,0,0,0,0,0,0,0
90031,0,3,0,0,0,0,0,0,0,0,9910,0,0,,,,,,,,,##SB##Удача: Шипы (18 урона),,,,,,,,16712190,0,0,0,0,0,0,0
90032,0,3,0,0,0,0,0,0,0,0,26992,0,0,,,,,,,,,##SB##Удача: Шипы (25 урона),,,,,,,,16712190,0,0,0,0,0,0,0
90034,0,3,0,0,0,0,0,0,0,0,10729,0,0,,,,,,,,,##SB##Удача: Замедленное падение,,,,,,,,16712190,0,0,0,0,0,0,0
90035,0,3,0,0,0,0,0,0,0,0,11818,0,0,,,,,,,,,##SB##Удача: 1% отражения заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
90036,0,3,0,0,0,0,0,0,0,0,9782,0,0,,,,,,,,,##SB##Удача: +16 к урону при ударе,,,,,,,,16712190,0,0,0,0,0,0,0
90037,0,1,0,0,0,0,0,0,0,0,9233,0,0,,,,,,,,,##SB##Удача: Огненный удар,,,,,,,,16712190,0,0,0,0,0,0,0
90040,0,1,0,0,0,0,0,0,0,0,43929,0,0,,,,,,,,,##SB##Удача: Огненное оружие,,,,,,,,16712190,0,0,0,0,0,0,0
90041,0,1,0,0,0,0,0,0,0,0,20004,0,0,,,,,,,,,##SB##Удача: Похищение жизни,,,,,,,,16712190,0,0,0,0,0,0,0
90042,0,1,0,0,0,0,0,0,0,0,20005,0,0,,,,,,,,,##SB##Удача: Леденящий холод,,,,,,,,16712190,0,0,0,0,0,0,0
90043,0,1,0,0,0,0,0,0,0,0,20006,0,0,,,,,,,,,##SB##Удача: Нечестивое проклятие,,,,,,,,16712190,0,0,0,0,0,0,0
90044,0,1,0,0,0,0,0,0,0,0,20007,0,0,,,,,,,,,##SB##Удача: Крестоносец,,,,,,,,16712190,0,0,0,0,0,0,0
90045,0,3,0,0,0,0,0,0,0,0,17280,0,0,,,,,,,,,##SB##Удача: +43 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
90046,0,3,0,0,0,0,0,0,0,0,20959,0,0,,,,,,,,,##SB##Удача: +13 к мане за 5 сек.,,,,,,,,16712190,0,0,0,0,0,0,0
90047,0,3,0,0,0,0,0,0,0,0,14052,0,0,,,,,,,,,##SB##Удача: +60 к силе атаки,,,,,,,,16712190,0,0,0,0,0,0,0
90048,0,3,0,0,0,0,0,0,0,0,18691,0,0,,,,,,,,,##SB##Удача: +20 ко всем сопротивлениям,,,,,,,,16712190,0,0,0,0,0,0,0
90049,0,3,0,0,0,0,0,0,0,0,23210,0,0,,,,,,,,,##SB##Удача: +16 к здоровью за 5 сек.,,,,,,,,16712190,0,0,0,0,0,0,0
90050,0,3,0,0,0,0,0,0,0,0,18764,0,0,,,,,,,,,##SB##Удача: +3 к периодическому исцелению,,,,,,,,16712190,0,0,0,0,0,0,0
90051,0,3,0,0,0,0,0,0,0,0,12896,0,0,,,,,,,,,##SB##Удача: +5 к урону при ударе по вам,,,,,,,,16712190,0,0,0,0,0,0,0
90052,0,3,0,0,0,0,0,0,0,0,34343,0,0,,,,,,,,,##SB##Удача: +5 к урону в ближнем бою,,,,,,,,16712190,0,0,0,0,0,0,0
90053,0,3,0,0,0,0,0,0,0,0,9784,0,0,,,,,,,,,##SB##Удача: +7 к урону в ближнем бою,,,,,,,,16712190,0,0,0,0,0,0,0
90054,0,3,0,0,0,0,0,0,0,0,21592,0,0,,,,,,,,,##SB##Удача: +3 к здоровью за 5 сек.,,,,,,,,16712190,0,0,0,0,0,0,0
90055,0,3,0,0,0,0,0,0,0,0,18673,0,0,,,,,,,,,##SB##Удача: +2 ко всем сопротивлениям,,,,,,,,16712190,0,0,0,0,0,0,0
91001,0,5,0,0,5,0,0,5,0,0,12,0,0,,,,,,,,,##SB##+5 к рейтингу защиты,,,,,,,,16712190,0,0,0,0,0,0,0
91002,0,5,0,0,3,0,0,3,0,0,6,0,0,,,,,,,,,##SB##+3 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91003,0,5,0,0,1,0,0,1,0,0,7,0,0,,,,,,,,,##SB##+1 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91004,0,5,0,0,1,0,0,1,0,0,4,0,0,,,,,,,,,##SB##+1 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91005,0,5,0,0,2,0,0,2,0,0,4,0,0,,,,,,,,,##SB##+2 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91006,0,5,0,0,3,0,0,3,0,0,4,0,0,,,,,,,,,##SB##+3 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91007,0,5,0,0,2,0,0,2,0,0,7,0,0,,,,,,,,,##SB##+2 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91008,0,5,0,0,3,0,0,3,0,0,7,0,0,,,,,,,,,##SB##+3 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91009,0,5,0,0,1,0,0,1,0,0,3,0,0,,,,,,,,,##SB##+1 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91010,0,5,0,0,2,0,0,2,0,0,3,0,0,,,,,,,,,##SB##+2 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91011,0,5,0,0,3,0,0,3,0,0,3,0,0,,,,,,,,,##SB##+3 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91012,0,5,0,0,1,0,0,1,0,0,5,0,0,,,,,,,,,##SB##+1 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91013,0,5,0,0,2,0,0,2,0,0,5,0,0,,,,,,,,,##SB##+2 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91014,0,5,0,0,3,0,0,3,0,0,5,0,0,,,,,,,,,##SB##+3 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91015,0,5,0,0,1,0,0,1,0,0,6,0,0,,,,,,,,,##SB##+1 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91016,0,5,0,0,2,0,0,2,0,0,6,0,0,,,,,,,,,##SB##+2 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91017,0,5,0,0,4,0,0,4,0,0,3,0,0,,,,,,,,,##SB##+4 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91018,0,5,0,0,5,0,0,5,0,0,3,0,0,,,,,,,,,##SB##+5 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91019,0,5,0,0,6,0,0,6,0,0,3,0,0,,,,,,,,,##SB##+6 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91020,0,5,0,0,7,0,0,7,0,0,3,0,0,,,,,,,,,##SB##+7 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91021,0,5,0,0,4,0,0,4,0,0,5,0,0,,,,,,,,,##SB##+4 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91022,0,5,0,0,5,0,0,5,0,0,5,0,0,,,,,,,,,##SB##+5 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91023,0,5,0,0,6,0,0,6,0,0,5,0,0,,,,,,,,,##SB##+6 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91024,0,5,0,0,7,0,0,7,0,0,5,0,0,,,,,,,,,##SB##+7 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91025,0,5,0,0,4,0,0,4,0,0,6,0,0,,,,,,,,,##SB##+4 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91026,0,5,0,0,5,0,0,5,0,0,6,0,0,,,,,,,,,##SB##+5 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91027,0,5,0,0,6,0,0,6,0,0,6,0,0,,,,,,,,,##SB##+6 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91028,0,5,0,0,7,0,0,7,0,0,6,0,0,,,,,,,,,##SB##+7 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91029,0,5,0,0,4,0,0,4,0,0,7,0,0,,,,,,,,,##SB##+4 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91030,0,5,0,0,5,0,0,5,0,0,7,0,0,,,,,,,,,##SB##+5 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91031,0,5,0,0,6,0,0,6,0,0,7,0,0,,,,,,,,,##SB##+6 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91032,0,5,0,0,7,0,0,7,0,0,7,0,0,,,,,,,,,##SB##+7 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91033,0,5,0,0,4,0,0,4,0,0,4,0,0,,,,,,,,,##SB##+4 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91034,0,5,0,0,5,0,0,5,0,0,4,0,0,,,,,,,,,##SB##+5 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91035,0,5,0,0,6,0,0,6,0,0,4,0,0,,,,,,,,,##SB##+6 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91036,0,5,0,0,7,0,0,7,0,0,4,0,0,,,,,,,,,##SB##+7 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91037,0,5,0,0,2,0,0,2,0,0,12,0,0,,,,,,,,,##SB##+2 к рейтингу защиты,,,,,,,,16712190,0,0,0,0,0,0,0
91038,0,5,0,0,3,0,0,3,0,0,12,0,0,,,,,,,,,##SB##+3 к рейтингу защиты,,,,,,,,16712190,0,0,0,0,0,0,0
91039,0,5,0,0,4,0,0,4,0,0,12,0,0,,,,,,,,,##SB##+4 к рейтингу защиты,,,,,,,,16712190,0,0,0,0,0,0,0
91040,0,5,0,0,7,0,0,7,0,0,12,0,0,,,,,,,,,##SB##+7 к рейтингу защиты,,,,,,,,16712190,0,0,0,0,0,0,0
91041,0,5,0,0,14,0,0,14,0,0,32,0,0,,,,,,,,,##SB##+14 к рейтингу критического удара,,,,,,,,16712190,0,0,0,0,0,0,0
91042,0,5,0,0,28,0,0,28,0,0,32,0,0,,,,,,,,,##SB##+28 к рейтингу критического удара,,,,,,,,16712190,0,0,0,0,0,0,0
91043,0,5,0,0,42,0,0,42,0,0,32,0,0,,,,,,,,,##SB##+42 к рейтингу критического удара,,,,,,,,16712190,0,0,0,0,0,0,0
91044,0,5,0,0,56,0,0,56,0,0,32,0,0,,,,,,,,,##SB##+56 к рейтингу критического удара,,,,,,,,16712190,0,0,0,0,0,0,0
91045,0,5,0,0,1,0,0,1,0,0,45,0,0,,,,,,,,,##SB##+1 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91046,0,5,0,0,2,0,0,2,0,0,45,0,0,,,,,,,,,##SB##+2 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91047,0,5,0,0,4,0,0,4,0,0,45,0,0,,,,,,,,,##SB##+4 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91048,0,5,0,0,5,0,0,5,0,0,45,0,0,,,,,,,,,##SB##+5 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91049,0,3,0,0,0,0,0,0,0,0,9396,0,0,,,,,,,,,##SB##+6 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91050,0,5,0,0,7,0,0,7,0,0,45,0,0,,,,,,,,,##SB##+7 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91051,0,5,0,0,8,0,0,8,0,0,45,0,0,,,,,,,,,##SB##+8 к силе заклинаний,,,,,,,,16712190,0,0,0,0,0,0,0
91052,0,5,0,0,15,0,0,15,0,0,1,0,0,,,,,,,,,##SB##+15 к здоровью,,,,,,,,16712190,0,0,0,0,0,0,0
91053,0,5,0,0,20,0,0,20,0,0,0,0,0,,,,,,,,,##SB##+20 к мане,,,,,,,,16712190,0,0,0,0,0,0,0
91054,0,5,0,0,8,0,0,8,0,0,3,0,0,,,,,,,,,##SB##+8 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91055,0,4,0,0,32,0,0,32,0,0,0,0,0,,,,,,,,,##SB##+32 к броне,,,,,,,,16712190,0,0,0,0,0,0,0
91056,0,4,0,0,40,0,0,40,0,0,0,0,0,,,,,,,,,##SB##+40 к броне,,,,,,,,16712190,0,0,0,0,0,0,0
91057,0,4,0,0,36,0,0,36,0,0,0,0,0,,,,,,,,,##SB##+36 к броне,,,,,,,,16712190,0,0,0,0,0,0,0
91058,0,4,0,0,44,0,0,44,0,0,0,0,0,,,,,,,,,##SB##+44 к броне,,,,,,,,16712190,0,0,0,0,0,0,0
91059,0,4,0,0,48,0,0,48,0,0,0,0,0,,,,,,,,,##SB##+48 к броне,,,,,,,,16712190,0,0,0,0,0,0,0
91060,0,5,0,0,9,0,0,9,0,0,3,0,0,,,,,,,,,##SB##+9 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91061,0,5,0,0,8,0,0,8,0,0,5,0,0,,,,,,,,,##SB##+8 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91062,0,5,0,0,8,0,0,8,0,0,6,0,0,,,,,,,,,##SB##+8 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91063,0,5,0,0,8,0,0,8,0,0,4,0,0,,,,,,,,,##SB##+8 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91064,0,5,0,0,8,0,0,8,0,0,7,0,0,,,,,,,,,##SB##+8 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91065,0,5,0,0,9,0,0,9,0,0,5,0,0,,,,,,,,,##SB##+9 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91066,0,5,0,0,9,0,0,9,0,0,6,0,0,,,,,,,,,##SB##+9 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91067,0,5,0,0,9,0,0,9,0,0,7,0,0,,,,,,,,,##SB##+9 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91068,0,5,0,0,9,0,0,9,0,0,4,0,0,,,,,,,,,##SB##+9 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91069,0,5,0,0,10,0,0,10,0,0,3,0,0,,,,,,,,,##SB##+10 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91070,0,5,0,0,10,0,0,10,0,0,5,0,0,,,,,,,,,##SB##+10 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91071,0,5,0,0,10,0,0,10,0,0,6,0,0,,,,,,,,,##SB##+10 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91072,0,5,0,0,10,0,0,10,0,0,7,0,0,,,,,,,,,##SB##+10 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91073,0,5,0,0,10,0,0,10,0,0,4,0,0,,,,,,,,,##SB##+10 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91074,0,5,0,0,11,0,0,11,0,0,3,0,0,,,,,,,,,##SB##+11 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91075,0,5,0,0,11,0,0,11,0,0,5,0,0,,,,,,,,,##SB##+11 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91076,0,5,0,0,11,0,0,11,0,0,6,0,0,,,,,,,,,##SB##+11 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91077,0,5,0,0,11,0,0,11,0,0,7,0,0,,,,,,,,,##SB##+11 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91078,0,5,0,0,11,0,0,11,0,0,4,0,0,,,,,,,,,##SB##+11 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91079,0,5,0,0,12,0,0,12,0,0,3,0,0,,,,,,,,,##SB##+12 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91080,0,5,0,0,12,0,0,12,0,0,5,0,0,,,,,,,,,##SB##+12 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91081,0,5,0,0,12,0,0,12,0,0,6,0,0,,,,,,,,,##SB##+12 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91082,0,5,0,0,12,0,0,12,0,0,7,0,0,,,,,,,,,##SB##+12 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91083,0,5,0,0,12,0,0,12,0,0,4,0,0,,,,,,,,,##SB##+12 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91084,0,4,0,0,60,0,0,60,0,0,0,0,0,,,,,,,,,##SB##+60 к броне,,,,,,,,16712190,0,0,0,0,0,0,0
91085,0,5,0,0,13,0,0,13,0,0,3,0,0,,,,,,,,,##SB##+13 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91086,0,5,0,0,14,0,0,14,0,0,3,0,0,,,,,,,,,##SB##+14 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91087,0,5,0,0,13,0,0,13,0,0,5,0,0,,,,,,,,,##SB##+13 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91088,0,5,0,0,14,0,0,14,0,0,5,0,0,,,,,,,,,##SB##+14 к интеллекту,,,,,,,,16712190,0,0,0,0,0,0,0
91089,0,5,0,0,13,0,0,13,0,0,6,0,0,,,,,,,,,##SB##+13 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91090,0,5,0,0,14,0,0,14,0,0,6,0,0,,,,,,,,,##SB##+14 к духу,,,,,,,,16712190,0,0,0,0,0,0,0
91091,0,5,0,0,13,0,0,13,0,0,7,0,0,,,,,,,,,##SB##+13 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91092,0,5,0,0,13,0,0,13,0,0,4,0,0,,,,,,,,,##SB##+13 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91093,0,5,0,0,14,0,0,14,0,0,7,0,0,,,,,,,,,##SB##+14 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91094,0,5,0,0,14,0,0,14,0,0,4,0,0,,,,,,,,,##SB##+14 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91095,0,5,0,0,15,0,0,15,0,0,4,0,0,,,,,,,,,##SB##+15 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91096,0,5,0,0,5,0,0,5,0,0,15,0,0,,,,,,,,,##SB##+5 к рейтингу блока щитом,,,,,,,,16712190,0,0,0,0,0,0,0
91097,0,5,0,0,30,0,0,30,0,0,0,0,0,,,,,,,,,##SB##+30 к мане,,,,,,,,16712190,0,0,0,0,0,0,0
91098,0,5,0,0,50,0,0,50,0,0,0,0,0,,,,,,,,,##SB##+50 к мане,,,,,,,,16712190,0,0,0,0,0,0,0
91099,0,5,0,0,10,0,0,10,0,0,15,0,0,,,,,,,,,##SB##+10 к рейтингу блока щитом,,,,,,,,16712190,0,0,0,0,0,0,0
91100,0,5,0,0,15,0,0,15,0,0,3,0,0,,,,,,,,,##SB##+15 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91101,0,5,0,0,50,0,0,50,0,0,1,0,0,,,,,,,,,##SB##+50 к здоровью,,,,,,,,16712190,0,0,0,0,0,0,0
91102,0,5,0,0,65,0,0,65,0,0,0,0,0,,,,,,,,,##SB##+65 к мане,,,,,,,,16712190,0,0,0,0,0,0,0
91103,0,5,0,0,10,0,0,10,0,0,36,0,0,,,,,,,,,##SB##+10 к рейтингу скорости,,,,,,,,16712190,0,0,0,0,0,0,0
91104,0,5,0,0,16,0,0,16,0,0,3,0,0,,,,,,,,,##SB##+16 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
91105,0,5,0,0,16,0,0,16,0,0,4,0,0,,,,,,,,,##SB##+16 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91106,0,5,0,0,18,0,0,18,0,0,4,0,0,,,,,,,,,##SB##+18 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91107,0,5,0,0,20,0,0,20,0,0,4,0,0,,,,,,,,,##SB##+20 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91108,0,5,0,0,25,0,0,25,0,0,4,0,0,,,,,,,,,##SB##+25 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91109,0,5,0,0,30,0,0,30,0,0,4,0,0,,,,,,,,,##SB##+30 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91110,0,5,0,0,35,0,0,35,0,0,4,0,0,,,,,,,,,##SB##+35 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91111,0,5,0,0,40,0,0,40,0,0,4,0,0,,,,,,,,,##SB##+40 к силе,,,,,,,,16712190,0,0,0,0,0,0,0
91112,0,5,0,0,15,0,0,15,0,0,7,0,0,,,,,,,,,##SB##+15 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91113,0,5,0,0,16,0,0,16,0,0,7,0,0,,,,,,,,,##SB##+16 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91114,0,5,0,0,18,0,0,18,0,0,7,0,0,,,,,,,,,##SB##+18 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91115,0,5,0,0,20,0,0,20,0,0,7,0,0,,,,,,,,,##SB##+20 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91116,0,5,0,0,25,0,0,25,0,0,7,0,0,,,,,,,,,##SB##+25 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91117,0,5,0,0,30,0,0,30,0,0,7,0,0,,,,,,,,,##SB##+30 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91118,0,5,0,0,35,0,0,35,0,0,7,0,0,,,,,,,,,##SB##+35 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91119,0,5,0,0,40,0,0,40,0,0,7,0,0,,,,,,,,,##SB##+40 к выносливости,,,,,,,,16712190,0,0,0,0,0,0,0
91120,0,5,0,0,18,0,0,18,0,0,3,0,0,,,,,,,,,##SB##+18 к ловкости,,,,,,,,16712190,0,0,0,0,0,0,0
