ID,ClassID,SubclassID,Sound_Override_Subclassid,Material,DisplayInfoID,InventoryType,SheatheType
300781,4,0,-1,5,30799,2,0
300791,4,4,-1,6,27223,9,0
300801,4,4,-1,6,27223,9,0
300811,4,3,-1,5,31248,9,0
300821,4,3,-1,5,31248,9,0
300831,4,2,-1,8,30804,9,0
300841,4,2,-1,8,30804,9,0
300851,4,2,-1,8,30805,9,0
300861,4,2,-1,8,30805,9,0
300871,4,1,-1,7,30806,9,0
300881,4,1,-1,7,30806,9,0
300891,4,1,-1,7,27088,16,0
300901,4,0,-1,-1,37841,12,0
300911,4,0,-1,-1,37841,12,0
300921,4,0,-1,-1,37841,12,0
300931,4,0,-1,-1,37841,12,0
300941,4,0,-1,-1,37841,12,0
300951,4,0,-1,-1,37841,12,0
300961,4,0,-1,-1,37841,12,0
300971,4,0,-1,-1,37841,12,0
300981,4,0,-1,-1,37840,12,0
300991,4,0,-1,-1,37840,12,0
301001,4,0,-1,-1,37840,12,0
301011,4,0,-1,-1,37840,12,0
301021,4,0,-1,-1,37840,12,0
301031,4,0,-1,-1,37840,12,0
301041,4,0,-1,-1,37840,12,0
301051,4,0,-1,-1,37840,12,0
301061,4,1,-1,7,26468,16,0
301071,4,1,-1,7,27197,16,0
301081,4,1,-1,7,31592,16,0
301091,4,1,-1,7,15042,16,0
301101,4,4,-1,5,31598,6,0
301111,4,3,-1,5,31599,6,0
301121,4,2,-1,8,30839,6,0
301131,4,1,-1,7,14686,6,0
301141,4,4,-1,5,31597,6,0
301151,4,3,-1,5,31600,6,0
301161,4,2,-1,8,31601,6,0
301171,4,1,-1,7,31602,6,0
301181,4,0,-1,3,31603,2,0
301191,4,0,-1,3,9859,2,0
301201,4,0,-1,3,31604,2,0
301211,4,0,-1,3,9857,2,0
301221,2,15,-1,1,31605,13,3
301231,2,15,-1,1,31606,13,3
301241,2,10,-1,2,31608,17,2
301251,2,10,-1,2,31610,17,2
301261,2,0,-1,1,31611,13,3
301271,2,4,-1,1,31612,13,3
301281,4,0,-1,-1,31800,11,0
301291,4,0,-1,-1,9657,2,0
301301,4,0,-1,4,29697,11,0
301311,4,0,-1,4,29697,11,0
301321,4,0,-1,4,29697,11,0
301331,4,0,-1,4,29697,11,0
301341,4,0,-1,4,9832,11,0
301351,4,0,-1,4,9832,11,0
301361,4,0,-1,4,9832,11,0
301371,4,0,-1,4,9832,11,0
301381,4,0,-1,4,30661,11,0
301391,4,0,-1,4,30661,11,0
301401,4,0,-1,4,30661,11,0
301411,4,0,-1,4,30661,11,0
301421,4,0,-1,4,28812,11,0
301431,4,0,-1,4,28812,11,0
301441,4,0,-1,4,28812,11,0
301451,4,0,-1,4,28812,11,0
301461,4,1,-1,7,32066,16,0
301471,4,1,-1,7,32069,16,0
301481,4,1,-1,7,32070,16,0
301491,4,1,-1,7,28042,16,0
301501,4,1,-1,7,32067,16,0
301511,4,1,-1,7,32068,16,0
301521,4,1,-1,7,32071,16,0
301531,4,1,-1,7,32072,16,0
301541,4,0,-1,4,32008,2,0
301551,4,0,-1,4,32008,2,0
301561,4,0,-1,4,32008,2,0
301571,4,0,-1,4,32008,2,0
301581,4,0,-1,4,32073,2,0
301591,4,0,-1,4,32073,2,0
301601,4,0,-1,4,32073,2,0
301611,4,0,-1,4,32073,2,0
301621,2,15,-1,1,32074,13,3
301631,2,15,-1,1,32074,13,3
301641,2,15,-1,1,32074,13,3
301651,2,15,-1,1,32074,13,3
301661,2,15,-1,1,32075,13,3
301671,2,15,-1,1,32075,13,3
301681,2,15,-1,1,32075,13,3
301691,2,15,-1,1,32075,13,3
301701,2,7,-1,1,32076,13,3
301711,2,7,-1,1,32076,13,3
301721,2,7,-1,1,32076,13,3
301731,2,7,-1,1,32076,13,3
301741,2,7,-1,1,32077,13,3
301751,2,7,-1,1,32077,13,3
301761,2,7,-1,1,32077,13,3
301771,2,7,-1,1,32077,13,3
301781,2,2,-1,2,32079,15,0
301791,2,2,-1,2,32079,15,0
301801,2,2,-1,2,32079,15,0
301811,2,2,-1,2,32079,15,0
301821,2,2,-1,2,32081,15,0
301831,2,2,-1,2,32081,15,0
301841,2,2,-1,2,32081,15,0
301851,2,2,-1,2,32081,15,0
301861,2,10,-1,2,20330,17,2
301871,2,10,-1,2,20330,17,2
301881,2,10,-1,2,20330,17,2
301891,2,10,-1,2,20330,17,2
301901,2,10,-1,2,18289,17,2
301911,2,10,-1,2,18289,17,2
301921,2,10,-1,2,18289,17,2
301931,2,10,-1,2,18289,17,2
301941,4,0,-1,4,6502,12,0
301951,4,0,-1,4,6502,12,0
301961,4,3,-1,5,34241,6,0
301971,4,3,-1,5,34241,6,0
301981,4,2,-1,5,34392,6,0
301991,4,3,-1,5,34242,8,0
302001,4,3,-1,5,34242,8,0
302011,4,2,-1,5,34393,8,0
302021,4,1,-1,7,34240,8,0
302031,4,1,-1,7,34240,8,0
302041,4,1,-1,7,34240,8,0
302051,4,1,-1,7,34244,6,0
302061,4,1,-1,7,34244,6,0
302071,4,1,-1,7,34244,6,0
302081,4,2,-1,8,34248,8,0
302091,4,2,-1,8,34248,8,0
302101,4,2,-1,8,34248,8,0
302111,4,2,-1,8,34244,6,0
302121,4,2,-1,8,34244,6,0
302131,4,2,-1,8,34244,6,0
302141,4,4,-1,6,32644,6,0
302151,4,4,-1,6,32644,6,0
302161,4,3,-1,6,32644,6,0
302171,4,4,-1,6,32822,8,0
302181,4,4,-1,6,32822,8,0
302191,4,3,-1,6,32822,8,0
302201,4,2,-1,8,34247,8,0
302211,4,2,-1,8,34247,8,0
302221,4,2,-1,8,34247,8,0
302231,4,2,-1,8,34244,6,0
302241,4,2,-1,8,34244,6,0
302251,4,2,-1,8,34244,6,0
302261,4,3,-1,5,34241,6,0
302271,4,3,-1,5,34241,6,0
302281,4,2,-1,5,34392,6,0
302291,4,3,-1,5,34242,8,0
302301,4,3,-1,5,34242,8,0
302311,4,2,-1,5,34393,8,0
302321,4,4,-1,6,32644,6,0
302331,4,4,-1,6,32644,6,0
302341,4,3,-1,6,34394,6,0
302351,4,4,-1,6,32822,8,0
302361,4,4,-1,6,32822,8,0
302371,4,3,-1,6,34395,8,0
302381,4,3,-1,5,34241,6,0
302391,4,2,-1,5,34392,6,0
302401,4,3,-1,5,34241,6,0
302411,4,3,-1,5,34242,8,0
302421,4,3,-1,5,34242,8,0
302431,4,2,-1,8,34393,8,0
302441,4,1,-1,7,34240,8,0
302451,4,1,-1,7,34240,8,0
302461,4,1,-1,7,34240,8,0
302471,4,1,-1,7,34244,6,0
302481,4,1,-1,7,34244,6,0
302491,4,1,-1,7,34244,6,0
302501,4,2,-1,8,34248,8,0
302511,4,2,-1,8,34248,8,0
302521,4,2,-1,8,34248,8,0
302531,4,2,-1,8,34244,6,0
302541,4,2,-1,8,34244,6,0
302551,4,2,-1,8,34244,6,0
302561,4,4,-1,6,32644,6,0
302571,4,3,-1,6,32644,6,0
302581,4,4,-1,6,32644,6,0
302591,4,4,-1,6,32644,6,0
302601,4,4,-1,6,32822,8,0
302611,4,3,-1,6,32822,8,0
302621,4,4,-1,6,32822,8,0
302631,4,4,-1,6,32822,8,0
302641,4,2,-1,8,34247,8,0
302651,4,2,-1,8,34247,8,0
302661,4,2,-1,8,34247,8,0
302671,4,2,-1,8,34244,6,0
302681,4,2,-1,8,34244,6,0
302691,4,2,-1,8,34244,6,0
302701,4,3,-1,5,34241,6,0
302711,4,2,-1,5,34392,6,0
302721,4,3,-1,5,34241,6,0
302731,4,3,-1,5,34242,8,0
302741,4,2,-1,5,34393,8,0
302751,4,3,-1,5,34242,8,0
302761,4,4,-1,6,32644,6,0
302771,4,4,-1,6,32644,6,0
302781,4,3,-1,6,34394,6,0
302791,4,4,-1,6,32822,8,0
302801,4,3,-1,6,34395,8,0
302811,4,4,-1,6,32822,8,0
302821,2,10,-1,2,20330,17,2
302831,4,0,-1,4,30661,11,0
302841,4,1,-1,7,28042,16,0
302851,4,1,-1,7,32072,16,0
302861,4,0,-1,4,29697,11,0
302871,2,7,-1,1,32076,13,3
302881,4,0,-1,4,28812,11,0
302891,2,10,-1,2,18289,17,2
302901,2,2,-1,2,32079,15,0
302911,2,2,-1,2,32081,15,0
302921,4,0,-1,4,9832,11,0
302931,2,7,-1,1,32077,13,3
302941,2,15,-1,1,32074,13,3
302951,4,0,-1,4,32008,2,0
302961,2,15,-1,1,32075,13,3
302971,4,0,-1,4,32073,2,0
302981,4,0,-1,4,6502,12,0
302991,4,0,-1,4,6502,12,0
303001,4,0,-1,4,6502,12,0
303011,4,0,-1,4,6502,12,0
303021,4,0,-1,4,6502,12,0
303031,4,0,-1,4,6502,12,0
303041,4,0,-1,4,34188,12,0
303051,4,0,-1,4,34188,12,0
303061,4,0,-1,4,7248,12,0
303071,4,0,-1,4,7248,12,0
303081,4,3,-1,5,33322,5,0
303082,4,3,-1,5,33322,5,0
303091,4,1,-1,7,12718,20,0
303092,4,1,-1,7,12718,20,0
303101,4,2,-1,8,36996,5,0
303102,4,2,-1,8,36996,5,0
303111,4,1,-1,7,35378,16,0
303121,4,1,-1,7,35380,8,0
303122,4,1,-1,7,35380,8,0
303131,4,2,-1,7,35381,8,0
303132,4,2,-1,7,35381,8,0
303141,4,3,-1,7,35399,8,0
303142,4,3,-1,7,35399,8,0
303151,4,0,-1,7,9891,4,0
303152,4,0,-1,7,9891,4,0
303153,4,0,-1,7,9891,4,0
303161,4,0,-1,7,10141,8,0
303162,4,0,-1,7,10141,8,0
303163,4,0,-1,7,10141,8,0
303171,4,0,-1,7,9938,8,0
303172,4,0,-1,7,9938,8,0
303173,4,0,-1,7,9938,8,0
303181,4,0,-1,7,3265,4,0
303182,4,0,-1,7,3265,4,0
303183,4,0,-1,7,3265,4,0
303191,4,0,-1,7,9946,8,0
303192,4,0,-1,7,9946,8,0
303193,4,0,-1,7,9946,8,0
303201,4,0,-1,7,9944,4,0
303202,4,0,-1,7,9944,4,0
303203,4,0,-1,7,9944,4,0
303211,4,0,-1,7,9929,8,0
303212,4,0,-1,7,9929,8,0
303213,4,0,-1,7,9929,8,0
303221,4,0,-1,7,3261,8,0
303222,4,0,-1,7,3261,8,0
303223,4,0,-1,7,3261,8,0
303231,4,2,-1,8,16883,5,0
303232,4,2,-1,8,16883,5,0
303233,4,2,-1,8,16883,5,0
303241,4,1,-1,7,16579,5,0
303242,4,1,-1,7,16579,5,0
303243,4,1,-1,7,16579,5,0
303251,4,1,-1,7,16580,7,0
303252,4,1,-1,7,16580,7,0
303253,4,1,-1,7,16580,7,0
303261,4,1,-1,7,16582,8,0
303262,4,1,-1,7,16582,8,0
303263,4,1,-1,7,16582,8,0
303271,4,1,-1,7,16777,5,0
303272,4,1,-1,7,16777,5,0
303273,4,1,-1,7,16777,5,0
303281,4,1,-1,7,16778,7,0
303282,4,1,-1,7,16778,7,0
303283,4,1,-1,7,16778,7,0
303291,4,1,-1,7,16780,8,0
303292,4,1,-1,7,16780,8,0
303293,4,1,-1,7,16780,8,0
303301,4,1,-1,7,16779,10,0
303302,4,1,-1,7,16779,10,0
303303,4,1,-1,7,16779,10,0
303311,4,2,-1,8,17140,7,0
303312,4,2,-1,8,17140,7,0
303313,4,2,-1,8,17140,7,0
303321,4,2,-1,8,14444,8,0
303322,4,2,-1,8,14444,8,0
303323,4,2,-1,8,14444,8,0
303331,4,2,-1,8,14278,5,0
303332,4,2,-1,8,14278,5,0
303333,4,2,-1,8,14278,5,0
303341,4,2,-1,8,14476,7,0
303342,4,2,-1,8,14476,7,0
303343,4,2,-1,8,14476,7,0
303351,4,2,-1,8,14474,8,0
303352,4,2,-1,8,14474,8,0
303353,4,2,-1,8,14474,8,0
303361,4,2,-1,8,14475,10,0
303362,4,2,-1,8,14475,10,0
303363,4,2,-1,8,14475,10,0
303371,4,3,-1,5,16101,5,0
303372,4,3,-1,5,16101,5,0
303373,4,3,-1,5,16101,5,0
303381,4,3,-1,5,10400,7,0
303382,4,3,-1,5,10400,7,0
303383,4,3,-1,5,10400,7,0
303391,4,3,-1,5,12745,8,0
303392,4,3,-1,5,12745,8,0
303393,4,3,-1,5,12745,8,0
303401,4,1,-1,7,16581,10,0
303402,4,1,-1,7,16581,10,0
303403,4,1,-1,7,16581,10,0
303411,4,2,-1,8,14445,10,0
303412,4,2,-1,8,14445,10,0
303413,4,2,-1,8,14445,10,0
303421,4,3,-1,5,6986,10,0
303422,4,3,-1,5,6986,10,0
303423,4,3,-1,5,6986,10,0
303431,4,1,-1,7,16855,8,0
303432,4,1,-1,7,16855,8,0
303433,4,1,-1,7,16855,8,0
303441,4,1,-1,7,14449,10,0
303442,4,1,-1,7,14449,10,0
303443,4,1,-1,7,14449,10,0
303451,4,1,-1,7,14450,7,0
303452,4,1,-1,7,14450,7,0
303453,4,1,-1,7,14450,7,0
303461,4,1,-1,7,14154,5,0
303462,4,1,-1,7,14154,5,0
303463,4,1,-1,7,14154,5,0
303471,4,2,-1,8,22973,8,0
303472,4,2,-1,8,22973,8,0
303473,4,2,-1,8,22973,8,0
303481,4,2,-1,8,17068,10,0
303482,4,2,-1,8,17068,10,0
303483,4,2,-1,8,17068,10,0
303491,4,2,-1,8,22972,7,0
303492,4,2,-1,8,22972,7,0
303493,4,2,-1,8,22972,7,0
303501,4,2,-1,8,2106,5,0
303502,4,2,-1,8,2106,5,0
303503,4,2,-1,8,2106,5,0
303511,4,1,-1,7,14466,5,0
303512,4,1,-1,7,14466,5,0
303513,4,1,-1,7,14466,5,0
303521,4,1,-1,7,14468,7,0
303522,4,1,-1,7,14468,7,0
303523,4,1,-1,7,14468,7,0
303531,4,1,-1,7,14467,10,0
303532,4,1,-1,7,14467,10,0
303533,4,1,-1,7,14467,10,0
303541,4,1,-1,7,16821,8,0
303542,4,1,-1,7,16821,8,0
303543,4,1,-1,7,16821,8,0
303551,4,2,-1,8,14470,8,0
303552,4,2,-1,8,14470,8,0
303553,4,2,-1,8,14470,8,0
303561,4,2,-1,8,2101,10,0
303562,4,2,-1,8,2101,10,0
303563,4,2,-1,8,2101,10,0
303571,4,2,-1,8,9640,7,0
303572,4,2,-1,8,9640,7,0
303573,4,2,-1,8,9640,7,0
303581,4,2,-1,8,14472,5,0
303582,4,2,-1,8,14472,5,0
303583,4,2,-1,8,14472,5,0
303591,4,3,-1,5,1019,5,0
303592,4,3,-1,5,1019,5,0
303593,4,3,-1,5,1019,5,0
303601,4,3,-1,5,697,7,0
303602,4,3,-1,5,697,7,0
303603,4,3,-1,5,697,7,0
303611,4,3,-1,5,6869,8,0
303612,4,3,-1,5,6869,8,0
303613,4,3,-1,5,6869,8,0
303621,4,3,-1,5,6871,10,0
303622,4,3,-1,5,6871,10,0
303623,4,3,-1,5,6871,10,0
303631,2,7,-1,1,22077,13,3
303632,2,7,-1,1,22077,13,3
303633,2,7,-1,1,22077,13,3
303641,2,4,-1,2,8287,13,3
303642,2,4,-1,2,8287,13,3
303643,2,4,-1,2,8287,13,3
303651,2,0,-1,1,22102,13,3
303652,2,0,-1,1,22102,13,3
303653,2,0,-1,1,22102,13,3
303661,2,10,-1,2,22147,17,2
303662,2,10,-1,2,22147,17,2
303663,2,10,-1,2,22147,17,2
303671,2,8,-1,1,22097,17,1
303672,2,8,-1,1,22097,17,1
303673,2,8,-1,1,22097,17,1
303681,2,7,-1,1,22080,21,3
303682,2,7,-1,1,22080,21,3
303683,2,7,-1,1,22080,21,3
303691,2,5,-1,2,22131,17,1
303692,2,5,-1,2,22131,17,1
303693,2,5,-1,2,22131,17,1
303701,2,4,-1,2,4351,21,3
303702,2,4,-1,2,4351,21,3
303703,2,4,-1,2,4351,21,3
303711,2,1,-1,1,22108,17,1
303712,2,1,-1,1,22108,17,1
303713,2,1,-1,1,22108,17,1
303721,2,0,-1,1,22106,13,3
303722,2,0,-1,1,22106,13,3
303723,2,0,-1,1,22106,13,3
303731,2,10,-1,2,22151,17,2
303732,2,10,-1,2,22151,17,2
303733,2,10,-1,2,22151,17,2
303741,2,8,-1,1,22093,17,1
303742,2,8,-1,1,22093,17,1
303743,2,8,-1,1,22093,17,1
303751,2,1,-1,1,22114,17,1
303752,2,1,-1,1,22114,17,1
303753,2,1,-1,1,22114,17,1
303761,2,5,-1,2,5226,17,1
303762,2,5,-1,2,5226,17,1
303763,2,5,-1,2,5226,17,1
303771,2,8,-1,1,22095,17,1
303772,2,8,-1,1,22095,17,1
