"ID","ModelName_1","ModelName_2","ModelTexture_1","ModelTexture_2","InventoryIcon_1","InventoryIcon_2","GeosetGroup_1","GeosetGroup_2","GeosetGroup_3","Flags","SpellVisualID","GroupSoundIndex","HelmetGeosetVis_1","HelmetGeosetVis_2","Texture_1","Texture_2","Texture_3","Texture_4","Texture_5","Texture_6","Texture_7","Texture_8","ItemVisual","ParticleColorID"
"110012","","","","","INV_Boots_05","","0","0","0","0","0","7","0","0","","","","","","","Leather_B_01_Boot_LL","Leather_B_01_Boot_FO","0","0"
"110013","","","","","INV_Boots_09","","0","0","0","0","0","7","0","0","","","","","","","Leather_B_01_Boot_LL","Leather_B_01_Boot_FO","0","0"
"110014","","","","","INV_Gauntlets_04","","0","0","0","0","0","10","0","0","","Mail_A_01_Glove_AL","Mail_A_01_Glove_HA","","","","","","0","0"
"110015","","","","","INV_Gauntlets_29","","0","0","0","0","0","11","0","0","","Mail_A_01_Glove_AL","Mail_A_01_Glove_HA","","","","","","0","0"
"110016","","","","","INV_Chest_Leather_10","","0","0","0","0","0","7","0","0","Mail_B_01_Sleeve_AU","","","Mail_B_01_Chest_TU","Mail_B_01_Chest_TL","","","","0","0"
"110017","","","","","INV_Chest_Chain","","0","0","0","0","0","10","0","0","Mail_B_01_Sleeve_AU","","","Mail_B_01_Chest_TU","Mail_B_01_Chest_TL","","","","0","0"
"110018","","","","","INV_Bracer_11","","0","0","0","0","0","7","0","0","","Leather_A_02_Bracer_AL","","","","","","","0","0"
"110019","","","","","INV_Bracer_04","","0","0","0","0","0","7","0","0","","Leather_A_02_Bracer_AL","","","","","","","0","0"
"110020","LShoulder_Leather_A_01.mdx","RShoulder_Leather_A_01.mdx","Shoulder_Leather_A_01Tan","Shoulder_Leather_A_01Tan","INV_Shoulder_08","","0","0","0","0","0","7","0","0","","","","","","","","","0","0"
"110021","LShoulder_Leather_A_01.mdx","RShoulder_Leather_A_01.mdx","Shoulder_Leather_A_01Tan","Shoulder_Leather_A_01Tan","INV_Shoulder_08","","0","0","0","0","0","11","0","0","","","","","","","","","0","0"
"110022","LShoulder_Mail_C_01.mdx","RShoulder_Mail_C_01.mdx","Shoulder_Mail_C_01Silver","Shoulder_Mail_C_01Silver","INV_Shoulder_02","","0","0","0","0","0","7","0","0","","","","","","","","","0","0"
"110023","LShoulder_Mail_C_01.mdx","RShoulder_Mail_C_01.mdx","Shoulder_Mail_C_01Silver","Shoulder_Mail_C_01Silver","INV_Shoulder_02","","0","0","0","0","0","10","0","0","","","","","","","","","0","0"
"110024","LShoulder_Mail_C_01.mdx","RShoulder_Mail_C_01.mdx","Shoulder_Mail_C_01Silver","Shoulder_Mail_C_01Silver","INV_Shoulder_05","","0","0","0","0","0","11","0","0","","","","","","","","","0","0"
"110025","","","","","INV_Belt_03","","0","0","0","0","0","7","0","0","","","","","","Leather_D_01_Belt_LU","","","0","0"
"110026","","","","","INV_Belt_24","","0","0","0","0","0","7","0","0","","","","","","Leather_D_01_Belt_LU","","","0","0"
"110027","Helm_Eyepatch_A_01.mdx","","Helm_Eyepatch_A_01Black","","INV_Shield_09","","0","0","0","0","0","7","0","0","","","","","","","","","0","0"
"110028","Helm_Eyepatch_A_01.mdx","","Helm_Eyepatch_A_01Black","","INV_Misc_Bandana_03","","0","0","0","0","0","7","0","0","","","","","","","","","0","0"
"110029","Helm_Eyepatch_A_01.mdx","","Helm_Eyepatch_A_01Black","","INV_Shield_09","","0","0","0","0","0","11","0","0","","","","","","","","","0","0"
"110030","","","","","INV_Chest_Cloth_05","","0","0","0","0","0","7","0","0","","","","Mail_A_02_Chest_TU","Mail_A_02_Chest_TL","","","","0","0"
"110031","","","","","INV_Chest_Plate13","","0","0","0","0","0","10","0","0","","","","Mail_A_02_Chest_TU","Mail_A_02_Chest_TL","","","","0","0"
"110032","","","","","INV_Gauntlets_18","","0","0","0","0","0","7","0","0","","Leather_B_01Black_Bracer_AL","Leather_B_01Black_Glove_HA","","","","","","0","0"
"110033","","","","","INV_Gauntlets_05","","0","0","0","0","0","7","0","0","","Leather_B_01Black_Bracer_AL","Leather_B_01Black_Glove_HA","","","","","","0","0"
"110034","","","","","INV_Gauntlets_29","","0","0","0","0","0","11","0","0","","Leather_B_01Black_Bracer_AL","Leather_B_01Black_Glove_HA","","","","","","0","0"
"110035","","","","","INV_Pants_01","","0","0","0","0","0","7","0","0","","","","","","Cloth_A_02Brown_Pant_LU","Cloth_A_02Brown_Pant_LL","","0","0"
"110036","","","","","INV_Pants_02","","0","0","0","0","0","7","0","0","","","","","","Cloth_A_02Brown_Pant_LU","Cloth_A_02Brown_Pant_LL","","0","0"
"110037","","","","","INV_Pants_12","","0","0","0","0","0","7","0","0","","","","","","Cloth_B_01Gray_Pant_LU","Cloth_B_01Gray_Pant_LL","","0","0"
"110038","","","","","INV_Pants_09","","0","0","0","0","0","7","0","0","","","","","","Cloth_B_01Gray_Pant_LU","Cloth_B_01Gray_Pant_LL","","0","0"
"110039","","","","","INV_Pants_13","","0","0","0","0","0","7","0","0","","","","","","Cloth_A_01Blue_Pant_LU","Cloth_A_01Blue_Pant_LL","","0","0"
"110040","","","","","INV_Pants_09","","0","0","0","0","0","7","0","0","","","","","","Cloth_A_01Blue_Pant_LU","Cloth_A_01Blue_Pant_LL","","0","0"
"110041","","","","","INV_Pants_09","","0","0","0","0","0","7","0","0","","","","","","Cloth_A_01Brown_Pant_LU","Cloth_A_01Brown_Pant_LL","","0","0"
"110042","","","","","INV_Pants_09","","0","0","0","0","0","7","0","0","","","","","","Cloth_A_01Brown_Pant_LU","Cloth_A_01Brown_Pant_LL","","0","0"
"110043","","","","","INV_Pants_01","","0","0","0","0","0","7","0","0","","","","","","Leather_B_01Yellow_Pant_LU","Leather_B_01Yellow_Pant_LL","","0","0"
"110044","","","","","INV_Pants_02","","0","0","0","0","0","7","0","0","","","","","","Leather_B_01Yellow_Pant_LU","Leather_B_01Yellow_Pant_LL","","0","0"
"110045","","","","","INV_Pants_03","","0","0","0","0","0","10","0","0","","","","","","Leather_B_01Yellow_Pant_LU","Leather_B_01Yellow_Pant_LL","","0","0"
"110046","","","","","INV_Pants_07","","0","0","0","0","0","7","0","0","","","","","","Leather_B_02Brown_Pant_LU","Leather_B_02Brown_Pant_LL","","0","0"
"110047","","","","","INV_Pants_02","","0","0","0","0","0","7","0","0","","","","","","Leather_B_02Brown_Pant_LU","Leather_B_02Brown_Pant_LL","","0","0"
"110048","","","","","INV_Boots_05","","1","0","0","0","0","7","0","0","","","","","","","Leather_B_02Brown_Boot_LL","Leather_B_02Brown_Boot_FO","0","0"
"110049","","","","","INV_Boots_03","","1","0","0","0","0","7","0","0","","","","","","","Leather_B_02Brown_Boot_LL","Leather_B_02Brown_Boot_FO","0","0"
"110050","","","","","INV_Boots_01","","1","0","0","0","0","10","0","0","","","","","","","Leather_B_02Brown_Boot_LL","Leather_B_02Brown_Boot_FO","0","0"
"110051","","","","","INV_Pants_07","","0","0","0","0","0","7","0","0","","","","","","Leather_B_01Black_Pant_LU","Leather_B_01Black_Pant_LL","","0","0"
"110052","","","","","INV_Pants_02","","0","0","0","0","0","7","0","0","","","","","","Leather_B_01Black_Pant_LU","Leather_B_01Black_Pant_LL","","0","0"
"110053","","","","","INV_Pants_03","","0","0","0","0","0","10","0","0","","","","","","Leather_B_01Black_Pant_LU","Leather_B_01Black_Pant_LL","","0","0"
"110054","","","","","INV_Pants_04","","0","0","0","0","0","11","0","0","","","","","","Leather_B_01Black_Pant_LU","Leather_B_01Black_Pant_LL","","0","0"
"110055","","","","","INV_Gauntlets_18","","0","0","0","0","0","7","0","0","","Leather_B_02Black_Glove_AL","Leather_B_02Black_Glove_HA","","","","","","0","0"
"110056","","","","","INV_Gauntlets_05","","0","0","0","0","0","7","0","0","","Leather_B_02Black_Glove_AL","Leather_B_02Black_Glove_HA","","","","","","0","0"
"110057","","","","","INV_Gauntlets_16","","0","0","0","0","0","7","0","0","","","Cloth_A_01Brown_Glove_HA","","","","","","0","0"
"110058","","","","","INV_Gauntlets_05","","0","0","0","0","0","7","0","0","","","Cloth_A_01Brown_Glove_HA","","","","","","0","0"
"110059","","","","","INV_Pants_14","","0","0","0","0","0","7","0","0","","","","","","Leather_A_01Black_Pant_LU","Leather_A_01Black_Pant_LL","","0","0"
"110060","","","","","INV_Pants_Wolf","","0","0","0","0","0","7","0","0","","","","","","Leather_A_01Black_Pant_LU","Leather_A_01Black_Pant_LL","","0","0"
"110061","","","","","INV_Pants_03","","0","0","0","0","0","10","0","0","","","","","","Leather_A_01Black_Pant_LU","Leather_A_01Black_Pant_LL","","0","0"
"110062","","","","","INV_Bracer_11","","0","0","0","0","0","7","0","0","","Leather_A_01Black_Glove_AL","","","","","","","0","0"
"110063","","","","","INV_Bracer_04","","0","0","0","0","0","7","0","0","","Leather_A_01Black_Glove_AL","","","","","","","0","0"
"110064","","","","","INV_Bracer_07","","0","0","0","0","0","10","0","0","","Leather_A_01Black_Glove_AL","","","","","","","0","0"
"110065","","","","","INV_Bracer_14","","0","0","0","0","0","11","0","0","","Leather_A_01Black_Glove_AL","","","","","","","0","0"
"110066","","","","","INV_Pants_13","","0","0","0","0","0","7","0","0","","","","","","Cloth_A_01Black_Pant_LU","Cloth_A_01Black_Pant_LL","","0","0"
"110067","","","","","INV_Pants_Wolf","","0","0","0","0","0","7","0","0","","","","","","Cloth_A_01Black_Pant_LU","Cloth_A_01Black_Pant_LL","","0","0"
"110068","","","","","INV_Gauntlets_27","","0","0","0","0","0","7","0","0","","","Cloth_A_01Black_Glove_HA","","","","","","0","0"
"110069","","","","","INV_Gauntlets_04","","0","0","0","0","0","10","0","0","","","Cloth_A_01Black_Glove_HA","","","","","","0","0"
"110070","","","","","INV_Chest_Cloth_32","","0","0","0","0","0","7","0","0","Cloth_A_01Black_Sleeve_AU","","","Cloth_A_01Black_Chest_TU","Cloth_A_01Black_Chest_TL","","","","0","0"
"110071","","","","","INV_Chest_Leather_10","","0","0","0","0","0","7","0","0","Cloth_A_01Black_Sleeve_AU","","","Cloth_A_01Black_Chest_TU","Cloth_A_01Black_Chest_TL","","","","0","0"
"110072","","","","","INV_Pants_13","","0","0","0","0","0","7","0","0","","","","","","Cloth_A_01Red_Pant_LU","Cloth_A_01Red_Pant_LL","","0","0"
"110073","","","","","INV_Pants_09","","0","0","0","0","0","7","0","0","","","","","","Cloth_A_01Red_Pant_LU","Cloth_A_01Red_Pant_LL","","0","0"
"110074","","","","","INV_Boots_05","","1","0","0","0","0","7","0","0","","","","","","","Cloth_C_01Red_Boot_LL","Cloth_C_01Red_Boot_FO","0","0"
"110075","","","","","INV_Bracer_08","","1","0","0","0","0","7","0","0","","","","","","","Cloth_C_01Red_Boot_LL","Cloth_C_01Red_Boot_FO","0","0"
"110076","","","","","INV_Pants_09","","0","0","0","0","0","7","0","0","","","","","","Cloth_B_01Yellow_Pant_LU","Cloth_B_01Yellow_Pant_LL","","0","0"
"110077","","","","","INV_Pants_06","","0","0","0","0","0","7","0","0","","","","","","Cloth_B_01Yellow_Pant_LU","Cloth_B_01Yellow_Pant_LL","","0","0"
"110078","","","","","INV_Pants_01","","0","0","0","0","0","7","0","0","","","","","","Cloth_C_01Red_Pant_LU","Cloth_C_01Red_Pant_LL","","0","0"
"110079","","","","","INV_Pants_09","","0","0","0","0","0","7","0","0","","","","","","Cloth_C_01Red_Pant_LU","Cloth_C_01Red_Pant_LL","","0","0"
"110080","","","","","INV_Pants_11","","0","0","0","0","0","7","0","0","","","","","","Cloth_C_01Blue_Pant_LU","Cloth_C_01Blue_Pant_LL","","0","0"
"110081","","","","","INV_Pants_09","","0","0","0","0","0","7","0","0","","","","","","Cloth_C_01Blue_Pant_LU","Cloth_C_01Blue_Pant_LL","","0","0"
"110082","","","","","INV_Pants_03","","0","0","0","0","0","10","0","0","","","","","","Cloth_C_01Blue_Pant_LU","Cloth_C_01Blue_Pant_LL","","0","0"
"110083","","","","","INV_Gauntlets_23","","0","0","0","0","0","7","0","0","","Leather_B_01_Bracer_AL","","","","","","","0","0"
"110084","","","","","INV_Bracer_04","","0","0","0","0","0","7","0","0","","Leather_B_01_Bracer_AL","","","","","","","0","0"
"110085","","","","","INV_Boots_09","","1","0","0","0","0","7","0","0","","","","","","","Leather_B_01_Boot_LL","Leather_B_01_Boot_FO","0","0"
"110086","","","","","INV_Bracer_08","","1","0","0","0","0","7","0","0","","","","","","","Leather_B_01_Boot_LL","Leather_B_01_Boot_FO","0","0"
"110087","","","","","INV_Gauntlets_18","","1","0","0","0","0","7","0","0","","Leather_B_02_Glove_AL","Leather_B_02_Glove_HA","","","","","","0","0"
"110088","","","","","INV_Gauntlets_05","","1","0","0","0","0","7","0","0","","Leather_B_02_Glove_AL","Leather_B_02_Glove_HA","","","","","","0","0"
"110089","","","","","INV_Gauntlets_16","","1","0","0","0","0","7","0","0","","Leather_B_02Brown_Glove_AL","Leather_B_02Brown_Glove_HA","","","","","","0","0"
"110090","","","","","INV_Gauntlets_05","","1","0","0","0","0","7","0","0","","Leather_B_02Brown_Glove_AL","Leather_B_02Brown_Glove_HA","","","","","","0","0"
"110091","","","","","INV_Gauntlets_05","","1","0","0","0","0","10","0","0","","Leather_B_02Brown_Glove_AL","Leather_B_02Brown_Glove_HA","","","","","","0","0"
"110092","","","","","INV_Belt_08","","0","0","0","0","0","7","0","0","","","","","","Leather_C_01Dark_Belt_LU","","","0","0"
"110093","","","","","INV_Belt_04","","0","0","0","0","0","7","0","0","","","","","","Leather_C_01Dark_Belt_LU","","","0","0"
"110094","","","","","INV_Boots_05","","1","0","0","0","0","7","0","0","","","","","","","Leather_C_01Dark_Boot_LL","Leather_C_01Dark_Boot_FO","0","0"
"110095","","","","","INV_Boots_07","","1","0","0","0","0","7","0","0","","","","","","","Leather_C_01Dark_Boot_LL","Leather_C_01Dark_Boot_FO","0","0"
"110096","","","","","INV_Boots_01","","1","0","0","0","0","10","0","0","","","","","","","Leather_C_01Dark_Boot_LL","Leather_C_01Dark_Boot_FO","0","0"
"110097","","","","","INV_Gauntlets_18","","0","0","0","0","0","7","0","0","","Leather_C_01Dark_Glove_AL","Leather_C_01Dark_Glove_HA","","","","","","0","0"
"110098","","","","","INV_Gauntlets_05","","0","0","0","0","0","7","0","0","","Leather_C_01Dark_Glove_AL","Leather_C_01Dark_Glove_HA","","","","","","0","0"
"110099","","","","","INV_Chest_Cloth_38","","0","0","0","0","0","7","0","0","","","","Leather_D_01_Black_Chest_TU","Leather_D_01_Black_Chest_TL","","","","0","0"
"110100","","","","","INV_Chest_Leather_10","","0","0","0","0","0","7","0","0","","","","Leather_D_01_Black_Chest_TU","Leather_D_01_Black_Chest_TL","","","","0","0"
"110101","","","","","INV_Pants_14","","0","0","0","0","0","7","0","0","","","","","","Leather_D_01_Black_Pant_LU","Leather_D_01_Black_Pant_LL","","0","0"
"110102","","","","","INV_Pants_09","","0","0","0","0","0","7","0","0","","","","","","Leather_D_01_Black_Pant_LU","Leather_D_01_Black_Pant_LL","","0","0"
"110103","","","","","INV_Pants_03","","0","0","0","0","0","10","0","0","","","","","","Leather_D_01_Black_Pant_LU","Leather_D_01_Black_Pant_LL","","0","0"
"110104","","","","","INV_Boots_05","","1","0","0","0","0","7","0","0","","","","","","","Leather_D_01_Black_Boot_LL","Leather_D_01_Black_Boot_FO","0","0"
"110105","","","","","INV_Boots_08","","1","0","0","0","0","7","0","0","","","","","","","Leather_D_01_Black_Boot_LL","Leather_D_01_Black_Boot_FO","0","0"
"110106","","","","","INV_Boots_01","","1","0","0","0","0","10","0","0","","","","","","","Leather_D_01_Black_Boot_LL","Leather_D_01_Black_Boot_FO","0","0"
"110107","","","","","INV_Gauntlets_18","","1","0","0","0","0","7","0","0","","Leather_D_01_Black_Glove_AL","Leather_D_01_Black_Glove_HA","","","","","","0","0"
"110108","","","","","INV_Gauntlets_21","","1","0","0","0","0","7","0","0","","Leather_D_01_Black_Glove_AL","Leather_D_01_Black_Glove_HA","","","","","","0","0"
"110109","","","","","INV_Gauntlets_18","","1","0","0","0","0","7","0","0","","Leather_C_01Green_Glove_AL","Leather_C_01Green_Glove_HA","","","","","","0","0"
"110110","","","","","INV_Gauntlets_05","","1","0","0","0","0","7","0","0","","Leather_C_01Green_Glove_AL","Leather_C_01Green_Glove_HA","","","","","","0","0"
"110111","","","","","INV_Boots_09","","0","0","0","0","0","7","0","0","","","","","","","Cloth_B_01Brown_Pant_LL","Cloth_B_01Brown_Boot_FO","0","0"
"110112","","","","","INV_Boots_07","","0","0","0","0","0","7","0","0","","","","","","","Cloth_B_01Brown_Pant_LL","Cloth_B_01Brown_Boot_FO","0","0"
"110113","","","","","INV_Boots_05","","1","0","0","0","0","7","0","0","","","","","","","Cloth_C_01Gray_Boot_LL","Cloth_C_01Gray_Boot_FO","0","0"
"110114","","","","","INV_Boots_08","","1","0","0","0","0","7","0","0","","","","","","","Cloth_C_01Gray_Boot_LL","Cloth_C_01Gray_Boot_FO","0","0"
"110115","","","","","INV_Boots_01","","1","0","0","0","0","10","0","0","","","","","","","Cloth_C_01Gray_Boot_LL","Cloth_C_01Gray_Boot_FO","0","0"
"110116","","","","","INV_Boots_Plate_08","","1","0","0","0","0","11","0","0","","","","","","","Cloth_C_01Gray_Boot_LL","Cloth_C_01Gray_Boot_FO","0","0"
"110117","Helm_Eyepatch_A_01.mdx","","Helm_Eyepatch_A_01Brown","","INV_Shield_09","","0","0","0","0","0","7","0","0","","","","","","","","","0","0"
"110118","Helm_Eyepatch_A_01.mdx","","Helm_Eyepatch_A_01Brown","","INV_Misc_Bandana_03","","0","0","0","0","0","7","0","0","","","","","","","","","0","0"
"110119","Helm_Eyepatch_A_01.mdx","","Helm_Eyepatch_A_01Brown","","INV_Shield_09","","0","0","0","0","0","11","0","0","","","","","","","","","0","0"
"110120","","","","","INV_Bracer_11","","0","0","0","0","0","7","0","0","","Leather_A_01_Glove_AL","","","","","","","0","0"
"110121","","","","","INV_Bracer_02","","0","0","0","0","0","7","0","0","","Leather_A_01_Glove_AL","","","","","","","0","0"
"110122","","","","","INV_Chest_Cloth_38","","0","0","0","0","0","7","0","0","","","","Leather_A_01_Chest_TU","Leather_A_01_Chest_TL","","","","0","0"
"110123","","","","","INV_Chest_Wolf","","0","0","0","0","0","7","0","0","","","","Leather_A_01_Chest_TU","Leather_A_01_Chest_TL","","","","0","0"
"110124","","","","","INV_Pants_09","","0","0","0","0","0","7","0","0","","","","","","Cloth_B_01Brown_Pant_LU","Cloth_B_01Brown_Pant_LL","","0","0"
"110125","","","","","INV_Pants_09","","0","0","0","0","0","7","0","0","","","","","","Cloth_B_01Brown_Pant_LU","Cloth_B_01Brown_Pant_LL","","0","0"
"110126","","","","","INV_Pants_01","","0","0","0","0","0","7","0","0","","","","","","Leather_B_01Black_Pant_LU","Leather_B_01Black_Pant_LL","","0","0"
"110127","","","","","INV_Pants_06","","0","0","0","0","0","7","0","0","","","","","","Leather_B_01Black_Pant_LU","Leather_B_01Black_Pant_LL","","0","0"
"110128","Helm_Mail_D_01.mdx","","Helm_Mail_D_01Silver","","INV_Helmet_03","","0","0","0","0","0","10","0","0","","","","","","","","","0","0"
"110129","Helm_Mail_D_01.mdx","","Helm_Mail_D_01Silver","","INV_Helmet_19","","0","0","0","0","0","11","0","0","","","","","","","","","0","0"
"110130","","","","","INV_Bracer_13","","0","0","0","0","0","7","0","0","","Leather_D_01_Black_Glove_AL","","","","","","","0","0"
"110131","","","","","INV_Bracer_03","","0","0","0","0","0","7","0","0","","Leather_D_01_Black_Glove_AL","","","","","","","0","0"
"110132","","","","","INV_Pants_06","","0","0","0","0","0","7","0","0","","","","","","Mail_A_02Gold_Pant_LU","Mail_A_02Gold_Pant_LL","","0","0"
"110133","","","","","INV_Pants_03","","0","0","0","0","0","10","0","0","","","","","","Mail_A_02Gold_Pant_LU","Mail_A_02Gold_Pant_LL","","0","0"
"110134","Helm_Mail_D_01.mdx","","Helm_Mail_D_01Silver","","INV_Helmet_03","","0","0","0","0","0","10","0","0","","","","","","","","","0","0"
"110135","Helm_Mail_D_01.mdx","","Helm_Mail_D_01Silver","","INV_Helmet_19","","0","0","0","0","0","11","0","0","","","","","","","","","0","0"
"110136","LShoulder_Mail_C_01.mdx","RShoulder_Mail_C_01.mdx","Shoulder_Mail_C_01Black","Shoulder_Mail_C_01Black","INV_Shoulder_02","","0","0","0","0","0","7","0","0","","","","","","","","","0","0"
"110137","LShoulder_Mail_C_01.mdx","RShoulder_Mail_C_01.mdx","Shoulder_Mail_C_01Black","Shoulder_Mail_C_01Black","INV_Shoulder_02","","0","0","0","0","0","10","0","0","","","","","","","","","0","0"
"110138","","","","","INV_Chest_Cloth_24","","0","0","0","0","0","7","0","0","","","","Cloth_C_01Gray_Chest_TU","Cloth_C_01Gray_Chest_TL","","","","0","0"
"110139","","","","","INV_Chest_Leather_10","","0","0","0","0","0","7","0","0","","","","Cloth_C_01Gray_Chest_TU","Cloth_C_01Gray_Chest_TL","","","","0","0"
"110140","","","","","INV_Pants_03","","0","0","0","0","0","10","0","0","","","","","","Mail_D_01Silver_Pant_LU","Mail_D_01Silver_Pant_LL","","0","0"
"110141","","","","","INV_Pants_04","","0","0","0","0","0","11","0","0","","","","","","Mail_D_01Silver_Pant_LU","Mail_D_01Silver_Pant_LL","","0","0"
"110142","","","","","INV_Belt_08","","0","0","0","0","0","7","0","0","","","","","","Mail_D_01Silver_Belt_LU","","","0","0"
"110143","","","","","INV_Belt_03","","0","0","0","0","0","7","0","0","","","","","","Mail_D_01Silver_Belt_LU","","","0","0"
"110144","","","","","INV_Belt_03","","0","0","0","0","0","10","0","0","","","","","","Mail_D_01Silver_Belt_LU","","","0","0"
"110145","","","","","INV_Belt_15","","0","0","0","0","0","11","0","0","","","","","","Mail_D_01Silver_Belt_LU","","","0","0"
"110146","","","","","INV_Pants_06","","0","0","0","0","0","7","0","0","","","","","","Mail_D_01Gold_Pant_LU","Mail_D_01Gold_Pant_LL","","0","0"
"110147","","","","","INV_Pants_03","","0","0","0","0","0","10","0","0","","","","","","Mail_D_01Gold_Pant_LU","Mail_D_01Gold_Pant_LL","","0","0"
"110148","","","","","INV_Gauntlets_23","","1","0","0","0","0","7","0","0","","Leather_D_01_Glove_AL","Leather_D_01_Glove_HA","","","","","","0","0"
"110149","","","","","INV_Gauntlets_05","","1","0","0","0","0","7","0","0","","Leather_D_01_Glove_AL","Leather_D_01_Glove_HA","","","","","","0","0"
"110150","","","","","INV_Belt_06","","0","0","0","0","0","7","0","0","","","","","","Mail_C_01Silver_Belt_LU","","","0","0"
"110151","","","","","INV_Belt_24","","0","0","0","0","0","7","0","0","","","","","","Mail_C_01Silver_Belt_LU","","","0","0"
"110152","","","","","INV_Belt_04","","0","0","0","0","0","10","0","0","","","","","","Mail_C_01Silver_Belt_LU","","","0","0"
"110153","","","","","INV_Belt_15","","0","0","0","0","0","11","0","0","","","","","","Mail_C_01Silver_Belt_LU","","","0","0"
"110154","","","","","INV_Gauntlets_04","","0","0","0","0","0","10","0","0","","Mail_C_01Silver_Glove_AL","","","","","","","0","0"
"110155","","","","","INV_Jewelry_Ring_02","","0","0","0","0","0","11","0","0","","Mail_C_01Silver_Glove_AL","","","","","","","0","0"
"110156","","","","","INV_Pants_03","","0","0","0","0","0","10","0","0","","","","","","Mail_C_01Silver_Pant_LU","Mail_C_01Silver_Pant_LL","","0","0"
"110157","","","","","INV_Pants_04","","0","0","0","0","0","11","0","0","","","","","","Mail_C_01Silver_Pant_LU","Mail_C_01Silver_Pant_LL","","0","0"
