"ID","ContinentID","ParentAreaID","AreaBit","Flags","SoundProviderPref","SoundProviderPrefUnderWater","AmbienceID","ZoneMusic","IntroSound","ExplorationLevel","AreaName_enUS","AreaName_enGB","AreaName_koKR","AreaName_frFR","AreaName_deDE","AreaName_enCN","AreaName_zhCN","AreaName_enTW","AreaName_zhTW","AreaName_esES","AreaName_esMX","AreaName_ruRU","AreaName_ptPT","AreaName_ptBR","AreaName_itIT","AreaName_Unk","AreaName_Mask","FactionGroupMask","LiquidTypeID_1","LiquidTypeID_2","LiquidTypeID_3","LiquidTypeID_4","MinElevation","AmbientMultiplier"
"60","0","12","606","1073741888","0","11","35","1","0","8","","","","","","","","","Лесная опушка","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"61","0","12","160","1073741888","0","11","35","1","0","0","","","","","","","","","Ревущий водопад","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"62","0","12","161","1073741888","0","11","35","1","0","8","","","","","","","","","Тыквенное поле Бреквеллов","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"63","0","12","162","1073741888","0","11","35","1","0","6","","","","","","","","","Ферма Стоунфилдов","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"64","0","12","163","1073741888","0","11","35","1","0","6","","","","","","","","","Виноградники Маклура","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"65","571","0","164","17476","0","11","439","412","545","0","","","","","","","","","Драконий Погост","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"66","571","0","165","17476","0","11","441","423","544","76","","","","","","","","","Зул'Драк","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"67","571","0","166","17473","0","11","465","420","0","77","","","","","","","","","Грозовая Гряда","","","","","","","","16712190","0","0","0","0","0","-1007026176","0,6"
"68","0","44","557","1073741888","0","11","0","1","0","16","","","","","","","","","Озеро Безмолвия","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"69","0","44","167","1075839040","0","11","0","1","0","15","","","","","","","","","Приозерье","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"70","0","44","168","1073741888","0","11","0","1","0","24","","","","","","","","","Крепость Каменной Стражи","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"71","0","44","627","1073741888","0","11","0","1","0","20","","","","","","","","","Водопад Каменной Стражи","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"72","0","4","169","1073741888","0","11","210","7","0","63","","","","","","","","","Темный портал","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"73","0","4","170","1073741888","0","11","0","7","0","50","","","","","","","","","Гниющий шрам","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"74","0","8","171","1073741888","0","11","0","0","0","43","","","","","","","","","Озеро Слез","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"75","0","8","172","1075839040","0","11","0","0","0","37","","","","","","","","","Каменор","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"76","0","8","173","1073741888","0","11","0","0","0","37","","","","","","","","","Болотное пристанище","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"77","0","1","174","1076887552","0","11","0","8","0","0","","","","","","","","","Старая Наковальня","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"80","0","12","175","1073741888","0","11","35","17","0","10","","","","","","","","","Горы Штормграда","","","","","","","","16712190","2","0","0","0","0","-1007026176","0"
"81","451","22","575","1073741888","0","11","0","0","0","0","","","","","","","","","Джефф СВ Измененный квадрант","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"82","451","22","176","1073741888","0","11","0","0","0","0","","","","","","","","","Джефф СЗ Квадрант","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"83","451","22","177","1073741888","0","11","0","0","0","0","","","","","","","","","Джефф ЮВ Квадрант","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"84","451","22","178","1073741888","0","11","0","0","0","0","","","","","","","","","Джефф ЮЗ Квадрант","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"85","0","0","179","64","0","11","40","2","0","0","","","","","","","","","Тирисфальские леса","","","","","","","","16712190","4","0","0","0","0","-1007026176","0,3"
"86","0","12","180","1073741888","0","11","35","1","0","8","","","","","","","","","Озеро Каменных Столбов","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"87","0","12","548","1076887616","0","11","35","1","0","5","","","","","","","","","Златоземье","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"88","0","12","181","1073741888","0","11","35","1","0","6","","","","","","","","","Лесопилка Восточной долины","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"89","0","12","182","1073741888","0","11","35","1","0","0","","","","","","","","","Сад у Зеркального озера","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"91","0","12","183","1073741888","0","11","35","1","0","8","","","","","","","","","Башня Азоры","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"92","0","12","558","1073741888","0","11","35","1","0","0","","","","","","","","","Зеркальное озеро","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"93","0","10","628","1073741888","0","11","0","214","0","28","","","","","","","","","Лощина Вул'Гол","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"94","0","10","184","1073741888","0","11","0","2","0","24","","","","","","","","","Вороний Холм","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"95","0","44","185","1073741888","0","11","0","1","0","20","","","","","","","","","Каньоны Красногорья","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"96","0","44","186","1073741888","0","11","0","1","0","25","","","","","","","","","Башня Илгалара","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"97","0","44","187","1073741888","0","11","0","1","0","19","","","","","","","","","Лесопилка Альтера","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"98","0","44","188","1073741888","0","11","0","1","0","17","","","","","","","","","Пещеры Ретбана","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"99","0","33","189","1075839040","0","11","0","3","0","30","","","","","","","","","Лагерь Повстанцев","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"100","0","33","585","1073741888","0","11","0","3","0","31","","","","","","","","","Экспедиция Эрнестуэя","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"101","0","33","190","1073741888","0","11","0","3","0","32","","","","","","","","","Лагерь Курцена","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"102","0","33","586","1073741888","0","11","0","3","0","41","","","","","","","","","Руины Зул'Кунды","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"103","0","33","191","1073741888","0","11","0","3","0","40","","","","","","","","","Руины Зул'Мамве","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"104","0","33","192","1073741888","0","11","0","3","0","37","","","","","","","","","Коварный риф","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"105","0","33","193","1073741888","0","11","0","3","0","42","","","","","","","","","Холм Мош'Огг","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"106","0","33","194","1073741888","0","11","0","3","0","0","","","","","","","","","Схрон","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"107","0","40","195","1073741888","0","11","0","9","0","14","","","","","","","","","Ферма Сальдена","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"108","0","40","196","1076887616","0","11","0","9","0","15","","","","","","","","","Сторожевой холм","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"109","0","40","197","1073741888","0","11","0","9","0","15","","","","","","","","","Тыквенная ферма Хмуроброва","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"111","0","40","198","1073741888","0","11","0","9","0","12","","","","","","","","","Рудник Янго","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"113","0","40","576","1073741888","0","11","0","9","0","15","","","","","","","","","Прииск на Золотом Берегу","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"115","0","40","199","1073741888","0","11","24","9","0","17","","","","","","","","","Маяк в Западном Крае","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"116","0","8","200","1073741888","0","11","0","0","0","39","","","","","","","","","Туманная долина","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"117","0","33","629","1075839040","0","11","0","228","0","35","","","","","","","","","Лагерь Гром'гол","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"118","0","11","201","1073741888","0","11","0","191","0","22","","","","","","","","","Раскопки Вельгара","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"120","0","12","559","1075839040","0","11","35","0","0","8","","","","","","","","","Гарнизон у Западного ручья","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"121","0","10","202","1073741888","0","11","0","15","0","28","","","","","","","","","Безмятежное кладбище","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"122","0","33","203","1073741888","0","11","0","3","0","37","","","","","","","","","Руины Зуулдая","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"123","0","33","204","1073741888","0","11","0","3","0","34","","","","","","","","","Руины Бал'лал","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"125","0","33","205","1073741888","0","11","0","3","0","35","","","","","","","","","Руины Кал'аи","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"126","0","33","206","1073741888","0","11","0","3","0","0","","","","","","","","","Руины Ткаши","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"127","0","33","207","1073741888","0","11","0","3","0","40","","","","","","","","","Руины Балиа'ма","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"128","0","33","208","1073741888","0","11","0","3","0","36","","","","","","","","","Руины Зиата'джаи","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"129","0","33","209","1073741888","0","11","0","3","0","37","","","","","","","","","Руины Мизжа","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"130","0","0","210","64","0","11","28","2","0","0","","","","","","","","","Серебряный бор","","","","","","","","16712190","4","0","0","0","0","-1007026176","0,4"
"131","0","1","211","1076887616","0","11","0","0","0","5","","","","","","","","","Каранос","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"132","0","1","212","1074790400","0","11","0","0","0","0","","","","","","","","","Холодная долина","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"133","0","1","213","1073741888","0","11","42","8","0","10","","","","","","","","","Гномреган","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"134","0","1","214","1073741888","0","11","0","8","0","10","","","","","","","","","Карьер Гол'Болар","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"135","0","1","215","1073741888","0","11","0","0","121","7","","","","","","","","","Форт Мерзлогривов","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"136","0","1","216","1073741888","0","11","0","0","0","5","","","","","","","","","Серая берлога","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"137","0","1","217","1075839040","0","11","0","0","0","7","","","","","","","","","Поселок Пивоваров","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"138","0","1","218","1073741888","0","11","0","8","0","7","","","","","","","","","Сторожка у заснеженной сосны","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"139","0","0","219","64","0","11","37","205","0","0","","","","","","","","","Восточные Чумные земли","","","","","","","","16712190","0","0","0","0","0","-1007026176","0,5"
"141","1","0","220","64","0","11","48","11","0","0","","","","","","","","","Тельдрассил","","","","","","","","16712190","2","0","0","0","0","-1007026176","0,4"
"142","0","38","221","1073741888","0","11","0","1","0","15","","","","","","","","","Раскопки Сталекрута","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"143","0","38","222","1073741888","0","11","0","14","0","18","","","","","","","","","Оплот Мо'грош","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"144","0","38","223","1076887616","0","11","0","1","0","10","","","","","","","","","Телcамар","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"145","0","38","224","1073741888","0","11","0","1","0","18","","","","","","","","","Врата Альгаза","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"146","0","38","225","1075839040","0","11","230","1","0","15","","","","","","","","","Каменная Плотина","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"147","0","38","226","1073741888","0","11","0","1","0","15","","","","","","","","","Приют Странников","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"148","1","0","227","64","0","11","28","191","0","0","","","","","","","","","Темные берега","","","","","","","","16712190","2","0","0","0","0","-1007026176","0,6"
"149","0","38","228","1073741888","0","11","0","1","0","12","","","","","","","","","Рудник у Серебряного ручейка","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"150","0","11","229","1075839040","0","11","0","191","0","20","","","","","","","","","Гавань Менетилов","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"151","451","0","560","17472","0","11","47","226","0","0","","","","","","","","","Остров Дизайнера","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"152","0","85","230","1075839040","0","11","0","2","0","9","","","","","","","","","Бастион","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"153","0","85","607","1073741888","0","11","0","2","0","10","","","","","","","","","Руины Лордерона","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"154","0","85","231","1076887552","0","11","0","15","0","0","","","","","","","","","Могильник","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"155","0","85","232","1073741824","0","11","0","2","0","0","","","","","","","","","Паучья низина","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"156","0","85","233","1073741888","0","11","0","2","0","6","","","","","","","","","Усадьба Соллиден","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"157","0","85","234","1073741888","0","11","0","15","0","8","","","","","","","","","Мельницы Агамондов","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"158","0","85","235","1073741888","0","11","0","15","0","0","","","","","","","","","Семейная усыпальница Агамондов","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"159","0","85","236","1076887616","0","11","0","15","0","5","","","","","","","","","Брилл","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"160","0","85","237","1073741888","0","11","0","2","0","12","","","","","","","","","Шепчущие сады","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"161","0","85","238","1073741888","0","11","0","2","0","10","","","","","","","","","Терраса Покоя","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"162","0","85","239","1073741888","0","11","0","2","0","7","","","","","","","","","Озеро Ясноводное","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"163","0","85","240","1073741888","0","11","0","2","0","0","","","","","","","","","Приют Гюнтера","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"164","0","85","241","1073741888","0","11","0","2","0","7","","","","","","","","","Ферма Гаррена","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"165","0","85","242","1073741888","0","11","0","15","0","5","","","","","","","","","Усадьба Балнира","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"166","0","85","243","1073741888","0","11","0","2","0","5","","","","","","","","","Поместье ""Остывший Очаг""","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"167","0","85","244","1073741888","0","11","0","2","0","8","","","","","","","","","Застава Алого Ордена","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"168","0","85","245","1073741888","0","11","0","2","0","0","","","","","","","","","Северное побережье","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"169","0","85","577","1073741888","0","11","0","0","0","0","","","","","","","","","Шепчущий берег","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"170","0","0","246","64","0","11","31","2","0","0","","","","","","","","","Озеро Лордамер","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"172","0","130","247","1073741888","0","11","0","2","0","18","","","","","","","","","Остров Фенриса","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"173","0","85","620","1073741888","0","11","0","2","0","0","","","","","","","","","Могила Фаола","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"186","1","141","622","1076887616","0","11","0","11","0","5","","","","","","","","","Доланаар","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"187","1","141","248","1073741888","0","11","48","76","63","7","","","","","","","","","Дарнас НЕ ИСПОЛЬЗУЕТСЯ","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"188","1","141","561","1076887552","0","11","0","11","0","0","","","","","","","","","Тенистая долина","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"189","0","1","249","1073741888","0","11","0","8","0","5","","","","","","","","","Поселок Сталежара","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"190","0","28","250","1073741888","0","11","0","0","0","56","","","","","","","","","Дольный Очаг","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"192","0","28","251","1073741888","0","11","0","0","0","55","","","","","","","","","Лесопилка Северного Кряжа","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"193","0","28","252","1073741888","0","11","0","15","0","55","","","","","","","","","Руины Андорала","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"195","0","28","253","1073741888","0","11","0","0","0","0","","","","","","","","","Школа некромантии","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"196","0","28","578","1073741888","0","11","0","15","0","0","","","","","","","","","Гробница Утера","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"197","0","28","254","1073741888","0","11","0","0","0","50","","","","","","","","","Холм Печали","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"198","0","28","255","1073741888","0","11","0","0","0","55","","","","","","","","","Грот Слез","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"199","0","28","256","1073741888","0","11","0","10","0","50","","","","","","","","","Поле Джанис","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"200","0","28","257","1073741888","0","11","0","10","0","54","","","","","","","","","Слезы Далсона","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"201","0","28","258","1073741888","0","11","0","10","0","57","","","","","","","","","Пустошь Гаррона","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"202","0","28","259","1073741888","0","11","0","10","0","46","","","","","","","","","Удел Страданий","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"203","0","28","260","1073741888","0","11","37","193","0","0","","","","","","","","","Крепость Марденхольд","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"204","0","130","261","1073741888","0","11","0","191","301","15","","","","","","","","","Деревня Погребальных Костров","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"205","0","11","262","1073741888","0","11","0","191","0","28","","","","","","","","","Дун Модр","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"206","574","0","263","0","0","11","429","0","0","0","","","","","","","","","Крепость Утгард","","","","","","","","16712190","0","0","0","0","0","-1007026176","0,7"
"207","36","0","264","64","0","11","0","9","0","0","","","","","","","","","Великое море","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"208","36","0","265","64","76","11","34","0","0","0","","","","","","","","","Не используется Потайная бухта","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"209","33","0","266","0","0","11","28","2","0","16","","","","","","","","","Крепость Темного Клыка","","","","","","","","16712190","4","0","0","0","0","-1007026176","0"
"210","571","0","267","1093","0","11","466","421","543","80","","","","","","","","","Ледяная Корона","","","","","","","","16712190","0","0","0","0","0","-1007026176","0,75"
"211","0","1","268","1073741888","0","11","0","8","0","7","","","","","","","","","Заледеневшее озеро","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"212","0","1","269","1073741888","0","11","0","8","0","8","","","","","","","","","Озеро Хельмово Ложе","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"213","0","130","270","1073741888","0","11","0","2","324","13","","","","","","","","","Серебряный рудник","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"214","0","0","271","64","0","11","0","9","0","0","","","","","","","","","Великое море","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
"215","1","0","272","64","0","11","30","9","0","0","","","","","","","","","Мулгор","","","","","","","","16712190","4","0","0","0","0","-1007026176","0,3"
"219","0","40","273","1073741888","0","11","0","9","0","15","","","","","","","","","Поместье Алекстона","","","","","","","","16712190","0","0","0","0","0","-1007026176","0"
